tag_id_long,species,source,tag_date,updated_stock
989.001034171424,coho,hatch_tag,2020-09-17,Quinsam
989.001034171425,coho,hatch_tag,2020-09-17,Quinsam
989.001034171426,coho,hatch_tag,2020-09-17,Quinsam
989.001034171429,coho,hatch_tag,2020-09-17,Quinsam
989.001034171430,coho,hatch_tag,2020-09-17,Quinsam
989.001034171431,coho,hatch_tag,2020-09-17,Quinsam
989.001034171432,coho,hatch_tag,2020-09-17,Quinsam
989.001034171433,coho,hatch_tag,2020-09-17,Quinsam
989.001034171434,coho,hatch_tag,2020-09-17,Quinsam
989.001034171435,coho,hatch_tag,2020-09-17,Quinsam
989.001034171436,coho,hatch_tag,2020-09-17,Quinsam
989.001034171437,coho,hatch_tag,2020-09-17,Quinsam
989.001034171438,coho,hatch_tag,2020-09-17,Quinsam
989.001034171440,coho,hatch_tag,2020-09-17,Quinsam
989.001034171443,coho,hatch_tag,2020-09-17,Quinsam
989.001034171446,coho,hatch_tag,2020-09-17,Quinsam
989.001034171447,coho,hatch_tag,2020-09-17,Quinsam
989.001034171450,coho,hatch_tag,2020-09-17,Quinsam
989.001034171451,coho,hatch_tag,2020-09-17,Quinsam
989.001034171452,coho,hatch_tag,2020-09-17,Quinsam
989.001034171455,coho,hatch_tag,2020-09-17,Quinsam
989.001034171457,coho,hatch_tag,2020-09-17,Quinsam
989.001034171458,coho,hatch_tag,2020-09-17,Quinsam
989.001034171460,coho,hatch_tag,2020-09-17,Quinsam
989.001034171461,coho,hatch_tag,2020-09-17,Quinsam
989.001034171462,coho,hatch_tag,2020-09-17,Quinsam
989.001034171464,coho,hatch_tag,2020-09-17,Quinsam
989.001034171465,coho,hatch_tag,2020-09-17,Quinsam
989.001034171468,coho,hatch_tag,2020-09-17,Quinsam
989.001034171470,coho,hatch_tag,2020-09-17,Quinsam
989.001034171472,coho,hatch_tag,2020-09-17,Quinsam
989.001034171475,coho,hatch_tag,2020-09-17,Quinsam
989.001034171476,coho,hatch_tag,2020-09-17,Quinsam
989.001034171477,coho,hatch_tag,2020-09-17,Quinsam
989.001034171478,coho,hatch_tag,2020-09-17,Quinsam
989.001034171480,coho,hatch_tag,2020-09-17,Quinsam
989.001034171481,coho,hatch_tag,2020-09-17,Quinsam
989.001034171484,coho,hatch_tag,2020-09-17,Quinsam
989.001034171490,coho,hatch_tag,2020-09-17,Quinsam
989.001034171491,coho,hatch_tag,2020-09-17,Quinsam
989.001034171492,coho,hatch_tag,2020-09-17,Quinsam
989.001034171494,coho,hatch_tag,2020-09-17,Quinsam
989.001034171497,coho,hatch_tag,2020-09-17,Quinsam
989.001034171498,coho,hatch_tag,2020-09-17,Quinsam
989.001034171499,coho,hatch_tag,2020-09-17,Quinsam
989.001034171500,coho,hatch_tag,2020-09-17,Quinsam
989.001034171501,coho,hatch_tag,2020-09-17,Quinsam
989.001034171504,coho,hatch_tag,2020-09-17,Quinsam
989.001034171505,coho,hatch_tag,2020-09-17,Quinsam
989.001034171509,coho,hatch_tag,2020-09-17,Quinsam
989.001034171512,coho,hatch_tag,2020-09-17,Quinsam
989.001034171514,coho,hatch_tag,2020-09-17,Quinsam
989.001034171518,coho,hatch_tag,2020-09-17,Quinsam
989.001034171519,coho,hatch_tag,2020-09-17,Quinsam
989.001034171520,coho,hatch_tag,2020-09-17,Quinsam
989.001034171521,coho,hatch_tag,2020-09-17,Quinsam
989.001034171525,coho,hatch_tag,2020-09-17,Quinsam
989.001034171529,coho,hatch_tag,2020-09-17,Quinsam
989.001034171531,coho,hatch_tag,2020-09-17,Quinsam
989.001034171532,coho,hatch_tag,2020-09-17,Quinsam
989.001034171533,coho,hatch_tag,2020-09-17,Quinsam
989.001034171534,coho,hatch_tag,2020-09-17,Quinsam
989.001034171535,coho,hatch_tag,2020-09-17,Quinsam
989.001034171537,coho,hatch_tag,2020-09-17,Quinsam
989.001034171539,coho,hatch_tag,2020-09-17,Quinsam
989.001034171542,coho,hatch_tag,2020-09-17,Quinsam
989.001034171543,coho,hatch_tag,2020-09-17,Quinsam
989.001034171544,coho,hatch_tag,2020-09-17,Quinsam
989.001034171548,coho,hatch_tag,2020-09-17,Quinsam
989.001034171552,coho,hatch_tag,2020-09-17,Quinsam
989.001034171553,coho,hatch_tag,2020-09-17,Quinsam
989.001034171554,coho,hatch_tag,2020-09-17,Quinsam
989.001034171560,coho,hatch_tag,2020-09-17,Quinsam
989.001034171561,coho,hatch_tag,2020-09-17,Quinsam
989.001034171562,coho,hatch_tag,2020-09-17,Quinsam
989.001034171563,coho,hatch_tag,2020-09-17,Quinsam
989.001034171564,coho,hatch_tag,2020-09-17,Quinsam
989.001034171568,coho,hatch_tag,2020-09-17,Quinsam
989.001034171570,coho,hatch_tag,2020-09-17,Quinsam
