tag_id,count,in_cleaning_table
989.001040511411,174,no
989.002027658718,174,no
989.001040513615,174,no
989.001034169564,174,no
989.001042812777,172,no
989.002027657157,172,no
989.001045735095,172,no
989.001038890642,171,no
989.001045842748,171,no
989.001040510961,170,no
989.002028426966,169,no
989.001041741628,169,no
989.001042812701,169,no
989.001040511312,168,no
989.001045732533,168,no
989.001039734435,167,no
989.001040512270,167,no
989.001045159374,167,no
989.001034173678,166,no
989.001045732068,165,no
989.001038859483,165,no
989.001045733376,165,no
989.002027656581,165,no
989.002028427305,165,no
989.001041725120,165,no
989.002028419553,164,no
989.002027657936,163,no
989.001040930547,163,no
989.001040511836,163,no
989.002027655939,162,no
989.001041744113,162,no
989.00100566337,161,no
989.001006672097,161,no
989.001005663370,161,no
989.001040467240,161,no
989.002028428871,160,no
989.001040512310,160,no
989.001006340630,160,no
989.001040930549,159,no
989.002027657112,159,no
989.001040930414,158,no
989.001041721931,158,no
989.002027656719,158,no
989.001045734963,158,no
989.002027651026,158,no
989.001041730935,157,no
989.001041728908,157,no
989.001006676638,157,no
989.001039059041,156,no
989.001040933856,156,no
989.001034177877,155,no
989.001042814687,155,no
989.002028419007,155,no
989.002028411339,155,no
989.001038851440,155,no
989.001039395118,154,no
989.001040934560,154,no
989.002028428029,154,no
989.001040511782,154,no
989.001038859554,154,no
989.001040513422,153,no
989.001042812781,153,no
989.002028415769,153,no
989.002027659893,152,no
989.001041741695,152,no
989.001040510736,152,no
989.002027658180,152,no
982.000402963445,151,no
989.001038850477,151,no
989.001038748069,150,no
989.001042559643,150,no
989.001041749020,150,no
989.001030295901,150,no
989.002028406388,150,no
989.002027684048,150,no
989.002028405351,149,no
989.001005659348,149,no
989.001042812711,149,no
989.001045831365,148,no
989.002027693091,148,no
989.001040930524,148,no
989.001038868775,148,no
989.001045732073,147,no
989.001040514475,147,no
989.001042812685,147,no
989.002027659748,147,no
989.001041727846,146,no
989.001006675868,146,no
989.001040930274,146,no
989.001041726226,145,no
989.001040930486,145,no
989.001040515563,145,no
989.001038868189,145,no
989.001045735088,144,no
989.001005663861,144,no
989.001042812752,143,no
989.001041731965,143,no
989.002027655703,143,no
989.001038864718,143,no
989.001006676626,142,no
989.002028426938,142,no
989.001042742694,142,no
989.001041728888,142,no
989.001042812690,141,no
989.002028405573,141,no
989.001040933221,141,no
989.001042004768,140,no
989.002027660403,140,no
989.001042048084,140,no
989.002027681421,140,no
989.001042812716,139,no
989.001034169845,139,no
989.001040510835,138,no
989.001045732636,138,no
989.001034175251,138,no
989.002027360332,138,no
989.002027655925,138,no
989.001045844671,138,no
989.001039731315,137,no
989.001041750619,137,no
989.001040511027,137,no
989.002028406360,137,no
989.002027652103,137,no
989.001041731803,137,no
989.001040934188,137,no
989.002027658248,136,no
989.002027682333,136,no
989.001045831181,135,no
989.001040930364,135,no
989.001041726980,135,no
989.001038859896,134,no
989.001038851860,133,no
989.001040929856,133,no
989.001040930614,133,no
989.001006606339,133,no
989.002027658139,133,no
989.001041744176,133,no
989.001045833496,133,no
989.002028417607,132,no
989.002028425999,132,no
989.001039732617,132,no
989.001040933222,131,no
989.001041719590,131,no
989.001040913852,131,no
989.001045734938,131,no
989.001045832300,131,no
989.002027682471,131,no
989.002027656055,131,no
989.002028408348,131,no
989.002028428862,131,no
989.002028407344,130,no
989.002027658443,130,no
989.001033395711,130,no
989.001038868521,130,no
989.002027656076,130,no
989.002027660179,130,no
989.001041742641,129,no
989.001040917072,129,no
989.001040933231,129,no
989.001041742672,129,no
989.001041641465,129,no
989.001040511659,129,no
989.001040513858,129,no
989.001040510230,129,no
989.001045732342,128,no
989.001040930527,128,no
989.001041744144,128,no
989.001041730816,128,no
989.001041729806,128,no
989.002027656464,128,no
989.001042812696,127,no
989.001041744139,127,no
989.001040483495,127,no
989.001045734511,127,no
956.000006406545,127,no
989.001040930475,127,no
989.001040930525,127,no
989.002028415800,127,no
989.001006676613,127,no
989.002027685461,127,no
989.001045830954,127,no
989.002027657964,126,no
989.002027655700,126,no
989.002028428606,126,no
989.001040511056,125,no
989.001041744143,125,no
989.001040910700,125,no
989.001041746964,124,no
989.001045833398,124,no
989.001041726649,124,no
989.002027658105,124,no
989.001038860673,124,no
989.001040511245,123,no
989.001040930476,123,no
989.001040930553,123,no
989.001030607339,123,no
989.002027685609,123,no
989.001040513819,123,no
989.001045731572,123,no
989.001039610109,123,no
989.001040515580,122,no
989.001045731573,122,no
989.001042047827,122,no
989.001040914056,122,no
989.002027657875,122,no
989.002027655756,121,no
989.001041753462,121,no
989.001045735061,121,no
989.001045734918,120,no
989.001038862997,120,no
989.002027656266,120,no
989.002027660084,120,no
989.001042812770,120,no
989.002027682284,120,no
989.001026017059,120,no
989.001040910954,120,no
989.001040930358,119,no
989.002027360242,119,no
989.002027657088,119,no
989.001041726069,119,no
989.001042046020,119,no
989.001040934163,119,no
989.002027685033,119,no
989.001038861817,119,no
989.001040516057,119,no
989.002028428516,119,no
989.001042811462,119,no
989.002028426952,118,no
989.002028429572,118,no
989.002027683843,118,no
982.000403134050,118,no
989.002027656634,118,no
989.001039720139,118,no
982.00040313405,118,no
989.001041744194,117,no
989.001041746822,117,no
989.001045725387,117,no
989.001045831835,117,no
989.001040513876,117,no
989.001040514382,117,no
989.001040511493,117,no
989.001045830983,116,no
989.001040512883,116,no
989.001040933170,116,no
989.001039404420,116,no
989.001040930145,116,no
989.001041744133,115,no
989.001041744111,115,no
989.001042045891,115,no
989.002027657501,115,no
989.002027658726,115,no
989.002027660490,115,no
989.001041723236,115,no
989.001040930156,115,no
989.001041995429,115,no
989.001045155396,115,no
989.001040513661,115,no
989.001040511135,115,no
989.001038886620,114,no
989.001045732441,114,no
989.001042812759,114,no
989.001041728821,114,no
989.002027684923,114,no
989.002028427019,114,no
989.001045842890,114,no
989.001045734503,113,no
989.001040930402,113,no
989.001042743240,113,no
989.001041641382,113,no
989.001041747618,113,no
989.002027659904,113,no
989.002027657942,113,no
989.001045735147,113,no
989.001039739992,112,no
989.001034170273,112,no
989.001040516049,112,no
989.001039610063,112,no
989.001005659770,112,no
989.001040513787,112,no
989.00100565977,112,no
989.001038902029,112,no
989.001041730975,112,no
989.001042809416,112,no
989.002027656759,112,no
989.001040932490,112,no
989.001038863948,112,no
989.002027682752,112,no
989.001045734496,112,no
989.001038866269,112,no
989.002028426704,111,no
989.001045731008,111,no
989.001040513616,111,no
989.001005658802,111,no
989.002027683869,111,no
989.001041727319,110,no
989.001006670279,110,no
989.001005674275,110,no
989.002027658347,110,no
989.002027682377,110,no
989.002027658434,110,no
989.001045731451,110,no
989.001045732626,110,no
989.001038869910,110,no
989.001038744825,110,no
989.002027684116,110,no
989.002027685603,110,no
989.001040513126,110,no
989.002028404897,110,no
989.001038851980,110,no
989.001040511818,109,no
989.001041748603,109,no
989.001038866550,109,no
989.001045735036,108,no
989.001042812698,108,no
989.001045730949,108,no
989.002027657396,108,no
989.001041723290,108,no
989.002027659998,108,no
989.002027682113,108,no
989.001041730435,107,no
989.001041750642,107,no
989.001040930433,107,no
989.001042741804,107,no
989.001040930457,107,no
989.001040511237,106,no
989.001040513279,106,no
989.001040512686,106,no
989.002027681554,106,no
989.001040512765,106,no
989.001040930434,106,no
989.001034041857,106,no
989.001040930376,106,no
989.002027657981,105,no
989.001041747017,105,no
989.002027658799,105,no
989.001042564037,105,no
989.002027659443,105,no
989.001038868217,105,no
989.001038725478,105,no
982.000411528370,105,no
989.001038849649,104,no
989.002027658519,104,no
989.002027657670,104,no
989.001034171880,104,no
989.001045731500,104,no
989.001040511633,103,no
989.002027684564,103,no
989.002027684448,103,no
989.001045734502,103,no
989.002027656840,103,no
989.001040930542,103,no
989.002027658623,102,no
989.001041742693,102,no
989.001041726563,102,no
989.001041744140,102,no
989.001041747942,102,no
989.001040483407,102,no
989.001040512818,102,no
989.001040512661,102,no
989.002028427104,102,no
989.001039393730,102,no
989.002027681243,102,no
989.001045732035,102,no
989.002027685393,101,no
989.001042049023,101,no
989.001041720283,101,no
989.002027656176,101,no
989.002027658633,101,no
989.001042809409,101,no
989.002027657988,101,no
989.001042048119,101,no
989.001039408084,100,no
989.001034169890,100,no
989.001033411159,100,no
989.001006606734,100,no
989.001041725219,100,no
989.001042812700,100,no
989.001040930435,100,no
989.002028428974,100,no
989.002027360287,99,no
989.002027680945,99,no
989.002028407316,99,no
989.002028428860,99,no
989.001045731514,99,no
989.001038853332,98,no
989.002027655916,98,no
989.001041727299,98,no
989.002027749782,98,no
989.001005526106,98,no
989.001041747564,98,no
989.002027656721,97,no
989.001041722234,97,no
989.001041723592,97,no
989.001040511749,97,no
989.001041744905,97,no
989.001040515578,97,no
989.002027681382,96,no
989.001040513935,96,no
989.001042048069,96,no
989.001041724793,96,no
989.002027656932,96,no
989.002027659662,96,no
989.001005658429,96,no
989.001040930499,96,no
989.001045735000,96,no
989.001038868545,96,no
989.001040512323,96,no
989.002027681569,96,no
989.001045155366,95,no
989.002027657938,95,no
989.001038864750,95,no
989.001040513232,95,no
989.001045735116,95,no
989.001045732082,95,no
989.002027655747,95,no
989.002027660476,95,no
989.002027655770,95,no
989.001045844848,95,no
989.002027658971,95,no
989.001034040303,94,no
989.001041727926,94,no
989.001041741613,94,no
989.001045778631,94,no
982.000403262213,94,no
989.001039614048,94,no
989.001045735012,94,no
989.001045157177,94,no
989.002027682431,94,no
989.001040515078,93,no
989.002028426057,93,no
989.002027659381,93,no
989.001042808856,93,no
989.001040930399,93,no
989.002027658769,93,no
989.001040482979,93,no
989.002027659434,93,no
989.002027659628,93,no
989.002027659571,93,no
989.001041724069,93,no
989.001042812763,93,no
989.001040514427,93,no
989.002028406811,93,no
989.002028428816,93,no
989.001040511850,93,no
989.001045734900,93,no
989.001030294677,92,no
989.001038745775,92,no
989.001042812741,92,no
989.002027360292,92,no
989.001045840780,92,no
989.001033391728,92,no
989.001042005100,92,no
989.001040930080,92,no
989.001041751108,92,no
989.001041725339,92,no
989.002027659709,92,no
989.001040930474,92,no
989.002027656736,92,no
989.001045837330,92,no
989.001041731835,92,no
989.001044930756,92,no
989.001041742601,92,no
989.001040930137,92,no
989.002028417335,91,no
989.001040933191,91,no
989.001041750528,91,no
989.002027659282,91,no
989.001026005569,91,no
989.001033396479,91,no
989.001041995077,91,no
989.002027681972,91,no
989.001045732107,90,no
989.001040510623,90,no
989.002027652172,90,no
989.002027655859,90,no
989.001039382305,90,no
989.002027685022,90,no
989.002027682931,90,no
989.001042812710,90,no
989.001039379141,90,no
989.002027658552,90,no
989.001040933176,90,no
989.001040916994,90,no
989.001040511722,90,no
989.001006608979,90,no
989.001040510697,90,no
989.001040514245,90,no
989.001038864757,89,no
989.001045732140,89,no
989.001045830689,89,no
989.001040513551,89,no
989.002027360119,89,no
989.001041724273,89,no
989.002028426562,89,no
989.002027684544,89,no
989.001038722727,89,no
989.001039404993,89,no
989.001041726687,89,no
989.001040930372,89,no
989.002027657134,89,no
989.001041731704,89,no
989.001045835762,89,no
989.001006606269,88,no
989.002027656562,88,no
989.001041747486,88,no
989.001041725280,88,no
989.002027360025,88,no
989.002027659915,88,no
989.002027657565,88,no
989.002027656509,88,no
989.001045735159,88,no
989.001042809216,88,no
989.001041727124,88,no
989.001045732163,88,no
989.001030296519,88,no
989.001040512550,88,no
989.001033395570,87,no
989.002028413712,87,no
989.001041744163,87,no
989.002027683719,87,no
989.001041724325,87,no
989.002027681096,87,no
989.001040930508,87,no
989.001042005379,87,no
989.002027682251,87,no
982.000403259046,87,no
989.002027651031,86,no
989.001045739177,86,no
989.001040511457,86,no
989.001040514361,86,no
989.001038852480,86,no
989.001039409461,86,no
989.001005658242,86,no
989.001041746543,86,no
989.001041722928,86,no
989.001041727841,86,no
989.001045830778,86,no
989.001041641359,86,no
989.001040930464,85,no
989.001041723257,85,no
989.001041748112,85,no
989.001041727966,85,no
989.002027660612,85,no
989.001040510659,85,no
989.001006672407,85,no
989.001040515110,85,no
989.001040511200,85,no
989.001038867699,85,no
989.001040510672,85,no
989.001038866458,85,no
989.002028428881,85,no
989.001040512662,85,no
989.002027681210,84,no
989.001042048138,84,no
989.001040511570,84,no
989.002027655763,84,no
989.002027683910,84,no
989.002027659804,84,no
989.001045722726,84,no
989.001040516030,84,no
989.002027684641,84,no
989.002027684938,84,no
989.001045734355,84,no
989.002027658885,84,no
989.002027681525,83,no
989.001040511591,83,no
989.001042048092,83,no
989.002027684768,83,no
989.001038851857,83,no
989.002027659894,83,no
989.002027658539,83,no
989.002027658970,83,no
989.001034041347,83,no
989.002027657756,83,no
989.001042812766,83,no
989.002027684740,83,no
989.002027660626,83,no
989.001042808742,83,no
989.001006668958,82,no
989.002027660264,82,no
989.002027360075,82,no
989.001030607272,82,no
989.002027657555,82,no
989.001005673973,82,no
989.001039389405,82,no
989.001041746514,82,no
989.002027656658,82,no
989.002027656366,82,no
989.002027652332,82,no
989.001034041811,82,no
989.001045732484,82,no
989.002027682763,82,no
989.002027680861,82,no
989.001045734912,82,no
989.001041641377,82,no
989.002028406335,82,no
989.001040515678,82,no
989.001040511391,82,no
989.001040513420,81,no
989.001038864574,81,no
989.001045734947,81,no
989.001041722871,81,no
989.001041746521,81,no
989.002028033906,81,no
989.001041725525,81,no
989.001034040829,81,no
989.001040933207,81,no
989.001034041782,81,no
989.001041724038,81,no
989.002027657331,81,no
989.001040930528,81,no
989.001041723227,81,no
989.001041641360,81,no
989.001041751194,81,no
989.001042005430,81,no
989.001042000046,81,no
989.001045732455,81,no
989.001040930465,81,no
989.001045843728,81,no
989.001038866566,81,no
989.001040513527,81,no
989.001040511209,81,no
989.001041750975,81,no
989.002027658293,80,no
989.001040514278,80,no
989.002027684777,80,no
989.002027659312,80,no
989.001041749608,80,no
989.001040513809,80,no
989.001038864102,80,no
989.001040511144,80,no
989.001040513925,80,no
989.001038866541,80,no
989.001045730997,80,no
989.001045732033,80,no
989.001041743486,80,no
989.002028405568,80,no
989.001041747419,80,no
989.001040930545,80,no
989.001030609201,80,no
989.002027660460,80,no
989.002027656201,80,no
989.001039402023,80,no
989.001041753598,80,no
989.001041726487,80,no
989.002027681492,79,no
989.001041726434,79,no
989.001005656658,79,no
989.002027681450,79,no
989.002028033914,79,no
989.002027658458,79,no
989.001041744104,79,no
989.001040930405,79,no
989.002027656854,79,no
989.001040930142,79,no
989.001045733380,79,no
989.001040510632,79,no
989.001034040352,79,no
989.002027658960,79,no
989.001034041796,79,no
989.001045733300,79,no
982.000411528248,79,no
989.001040913799,79,no
989.001040511409,79,no
989.002027681198,79,no
989.001040514616,78,no
989.001038868561,78,no
989.001038748089,78,no
989.001041726751,78,no
989.001041749642,78,no
989.001034041790,78,no
989.001040930556,78,no
989.001041743856,78,no
989.002028409000,78,no
989.001039606418,78,no
989.002027360249,78,no
989.002027656406,78,no
989.001039613283,78,no
989.001040930383,78,no
989.001042812751,78,no
989.001040511669,78,no
989.001045732037,78,no
989.001039610916,78,no
989.001042004513,78,no
989.001041728279,78,no
989.001040933383,78,no
989.001038867670,78,no
989.001039712531,78,no
989.001040930444,78,no
989.001039392062,77,no
989.002027682598,77,no
989.001041724856,77,no
989.001041724873,77,no
989.002027655802,77,no
989.001005656901,77,no
989.002027682797,77,no
989.001039404337,77,no
989.001038864788,77,no
989.001045732092,77,no
989.001040930119,77,no
989.001005658772,77,no
989.001045732427,77,no
989.001041731332,77,no
989.001042812707,77,no
989.001041744110,77,no
989.002027659468,77,no
989.002027653410,77,no
989.001042000368,77,no
989.001041747085,76,no
989.002027657483,76,no
989.001041724268,76,no
989.001045835424,76,no
989.001041728396,76,no
989.001042743189,76,no
989.002027659642,76,no
989.002027658716,76,no
989.002027657845,76,no
989.001006677829,76,no
989.001042045006,76,no
989.002027658321,76,no
989.001045831080,76,no
989.002027660469,76,no
989.001040930130,76,no
989.002027658085,76,no
989.001040514155,76,no
989.001034041821,76,no
989.001038866571,76,no
989.002027657822,75,no
989.002028033853,75,no
989.001039383357,75,no
989.001045733871,75,no
982.000411528386,75,no
989.002027682895,75,no
989.001040511565,75,no
989.001041752701,75,no
989.001041721703,75,no
989.001039385861,75,no
989.002027659453,75,no
989.002027360243,75,no
989.001041741625,75,no
989.001041724158,75,no
989.002027657962,75,no
989.001042812745,75,no
989.001040933186,75,no
989.001040933196,75,no
989.001040917829,75,no
989.001045830950,75,no
989.001040513888,75,no
989.002027681329,75,no
989.001033396463,75,no
989.001045732443,75,no
989.002027684880,74,no
989.002027680766,74,no
989.001039404126,74,no
989.002028407362,74,no
989.001042048078,74,no
989.001045732520,74,no
989.001038884879,74,no
989.001041725406,74,no
989.001038866504,74,no
989.001040515631,74,no
989.002027659397,74,no
989.001040633935,74,no
989.002028406826,74,no
989.002027659670,74,no
989.002027684141,74,no
989.001042811476,74,no
989.001041742602,74,no
989.001026362313,74,no
989.002028033913,74,no
989.001045732011,74,no
989.002027360313,74,no
989.001042815032,73,no
989.001041723847,73,no
989.001041723060,73,no
989.001039385657,73,no
989.001041723430,73,no
989.001040930471,73,no
989.001041722089,73,no
989.001041722477,73,no
989.001005663789,73,no
989.001041723946,73,no
989.001039383814,73,no
989.002027657414,73,no
989.002027658100,73,no
989.001005674533,73,no
989.001041641373,73,no
989.002028427961,73,no
989.002027681463,73,no
989.001045735299,73,no
989.002027684931,73,no
989.002027657164,73,no
989.001006676640,73,no
989.001041747522,73,no
982.000411791693,73,no
989.002027684312,73,no
989.002027681872,73,no
989.001030296846,73,no
989.001045731087,73,no
989.002027682819,73,no
989.002027656936,73,no
989.001041993194,72,no
989.001041748591,72,no
989.002027681712,72,no
989.001041726381,72,no
989.001045734532,72,no
989.001040515080,72,no
989.001040512639,72,no
989.002027658152,72,no
989.001042004835,72,no
989.001040510699,72,no
989.001045731003,72,no
989.002027682014,72,no
989.001038863694,72,no
989.001030607298,72,no
989.002027656893,72,no
989.001041721916,72,no
989.002027684361,72,no
989.001041749847,72,no
989.001042809463,72,no
989.001041748613,72,no
989.001041731298,72,no
989.001006604681,72,no
989.001041723701,72,no
989.001005602016,72,no
989.001045734300,72,no
989.002027684232,72,no
989.001040515967,72,no
989.001033392562,72,no
989.001040513309,71,no
989.001040514471,71,no
989.001042809893,71,no
989.001038868743,71,no
989.001038866605,71,no
989.001041731750,71,no
989.001045734567,71,no
989.001040930510,71,no
989.002027660202,71,no
989.002027659100,71,no
989.002027656373,71,no
989.001042812765,71,no
989.002027360397,71,no
989.001040917027,71,no
989.001038900917,71,no
989.001041741643,71,no
989.002027660444,71,no
989.001045843941,70,no
989.001045842150,70,no
989.002027659459,70,no
989.002027658689,70,no
989.001040930378,70,no
989.001041728793,70,no
989.001040933203,70,no
989.001042812720,70,no
989.001041724397,70,no
989.001041724373,70,no
989.001040933217,70,no
989.001041749582,70,no
989.001034040786,70,no
989.002027659990,70,no
989.001033396421,70,no
989.001038852020,70,no
989.001040511232,70,no
989.001040515667,70,no
989.001040512345,70,no
989.002028427586,70,no
989.001045833120,70,no
989.001038868078,70,no
989.001039736976,70,no
989.001038864256,70,no
989.001006677121,70,no
989.001040930456,70,no
989.001038850059,70,no
989.001042005504,70,no
989.001045831168,70,no
989.001045160366,70,no
989.002027660677,70,no
989.002027683356,69,no
989.001041744981,69,no
989.001030296913,69,no
989.001038867631,69,no
989.001041726141,69,no
989.001045842414,69,no
989.001040510668,69,no
989.002027657121,69,no
989.001040512583,69,no
989.002027685303,69,no
989.001039405409,69,no
989.002027683028,69,no
989.001039602729,69,no
