tag_id,subloc_sequence,detection_counts,dwell_times,similarity_score,similarity(in_days)
989.001042046353,"[1.0, 0.01]","[3, 4]","[74414242.09, 153.51]",24804747.7471083,287.091987813754
989.001038869944,"[1.0, 0.01]","[3, 3]","[49457490.48, 0.01]",16485830.1600333,190.80821944483
989.001038870859,"[0.01, 1.0, 0.01]","[3, 3, 6]","[0.01, 46623226.53, 1482.08]",15541077.9801667,179.87358773341
989.001038870493,"[0.01, 1.0, 0.01]","[3, 3, 39]","[0.01, 45061095.24, 2811238.57]",15021085.9104359,173.855161000415
989.001040921944,"[1.0, 0.01, 1.0, 0.01]","[4, 3, 2, 2]","[48331116.81, 0.01, 0.01, 0.01]",12082779.2075833,139.846981569252
989.001042044041,"[1.0, 0.01]","[4, 2]","[45673688.38, 0.01]",11418422.09505,132.157663137153
989.001038869423,"[0.01, 1.0, 0.01]","[3, 5, 3]","[0.01, 47724531.45, 0.01]",9544906.29006667,110.473452431327
989.001042813276,[1.0],[5],[45714550.56],9142910.112,105.820718888889
989.001044924098,[1.0],[5],[44614682.56],8922936.512,103.274728148148
989.001044927964,"[0.01, 1.0, 0.01, 1.0]","[3, 5, 2, 2]","[0.01, 43862398.85, 0.01, 0.01]",8772479.77508334,101.533330730131
989.001042043626,"[1.0, 0.01]","[5, 2]","[43853542.22, 0.01]",8770708.44405,101.512829213542
989.001042044393,"[1.0, 0.01, 1.0]","[5, 2, 1]","[43804183.14, 0.01, 0.01]",8760836.63805,101.398572199653
989.001044924596,"[1.0, 0.01, 1.0]","[5, 2, 1]","[43776618.84, 0.01, 0.01]",8755323.77805,101.334765949653
989.001044929468,"[1.0, 0.01, 1.0]","[5, 4, 1]","[43291546.38, 64.13, 0.01]",8658309.446325,100.211914888021
989.001040516081,"[0.01, 1.0, 1.0, 1.0, 0.01]","[2, 2, 9, 9, 9]","[0.01, 0.01, 70951909.57, 0.01, 0.01]",7883545.51395,91.2447397447916
989.001042045979,"[1.0, 0.01, 1.0]","[6, 2, 1]","[45790367.76, 0.01, 0.01]",7631727.97005,88.3301848385417
989.001042045036,"[0.01, 1.0, 0.01, 1.0]","[4, 6, 2, 1]","[0.01, 44825353.16, 0.01, 0.01]",7470892.20340833,86.4686597616705
989.001042044997,"[0.01, 1.0, 0.01, 1.0]","[8, 6, 2, 1]","[11650.5, 44823016.81, 0.01, 0.01]",7470517.37484167,86.4643214680748
989.001042362555,"[1.0, 0.01, 1.0, 0.01, 1.0, 0.01]","[6, 4, 2, 2, 1, 1]","[44402320.06, 74.68, 0.01, 0.01, 0.01, 0.01]",7400386.87851667,85.6526259087577
989.001042044372,"[1.0, 0.01, 1.0]","[6, 2, 1]","[43806497.49, 0.01, 0.01]",7301082.92505,84.5032745954861
989.001044926081,[1.0],[6],[42229154.9],7038192.48333333,81.4605611496914
989.001041756094,[1.0],[6],[42146018.78],7024336.46333333,81.3001905478395
989.001044930032,[1.0],[7],[42738908.52],6105558.36,70.6661847222222
989.001042045037,"[1.0, 0.01, 1.0]","[8, 4, 1]","[42725151.84, 44.11, 0.01]",5340644.100275,61.8130104198495
989.00104493032,"[1.0, 0.01, 1.0]","[9, 1, 1]","[44943310.51, 0.01, 0.01]",4993701.17787778,57.7974673365484
989.001042812268,"[0.01, 1.0, 0.01, 1.0, 0.01]","[7, 5, 3, 3, 2]","[5877623.35, 23334773.53, 0.01, 0.01, 0.01]",4675351.31420238,54.1128624328979
989.001042813234,[1.0],[10],[46642635.96],4664263.596,53.9845323611111
989.001038869851,"[1.0, 0.01]","[3, 24]","[13732024.81, 257564.67]",4577448.92194583,52.9797328928916
989.001041722639,"[0.01, 1.0, 1.0, 0.01]","[3, 11, 9, 45]","[0.01, 39638118.06, 0.01, 1233.91]",3603465.55352848,41.706777239913
989.001042002272,"[1.0, 0.01]","[22, 4]","[75797237.82, 0.01]",3445328.99184318,39.8764929611479
989.001042043758,[1.0],[12],[31678307.49],2639858.9575,30.553923119213
989.00104172301,"[0.01, 1.0, 1.0, 1.0, 0.01]","[3, 3, 15, 9, 9]","[0.01, 0.01, 39280545.14, 0.01, 0.01]",2618703.01382222,30.3090626599794
989.001045734758,[1.0],[6],[15379164.06],2563194.01,29.666597337963
989.002027697481,"[1.0, 0.01]","[6, 3]","[15338431.14, 0.01]",2556405.19003333,29.5880230327932
989.002027700414,"[1.0, 0.01]","[6, 3]","[14560254.2, 0.01]",2426709.03336667,28.0869101084105
989.002027698878,"[1.0, 0.01]","[6, 2]","[14553298.75, 0.01]",2425549.79171667,28.0734929596836
989.001034166531,"[1.0, 0.01, 1.0, 0.01, 0.01, 1.0, 0.01, 1.0, 0.01]","[9, 9, 4, 8, 18, 3, 9, 2, 2]","[21763790.21, 983660.58, 0.01, 4268.12, 2151.16, 0.01, 1272.16, 0.01, 0.01]",2419299.82305556,28.0011553594393
989.001045158295,"[1.0, 1.0]","[18, 1]","[42085896.73, 0.01]",2338105.38388889,27.0614049061214
989.001041756072,"[0.01, 1.0, 0.01, 1.0, 0.01]","[2, 18, 4, 132, 4]","[0.01, 41989645.21, 0.01, 171630.8, 0.01]",2334058.30065556,27.0145636649949
989.001038884879,"[1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0]","[7, 2, 17, 1, 5, 1, 7, 1, 1, 1, 2, 1, 3, 1, 3, 2, 14, 4, 7, 3, 12, 3, 6]","[3746853.8, 777813.58, 213720.6, 0.01, 1936.51, 0.01, 38975.98, 0.01, 0.01, 0.01, 30929.09, 0.01, 44455.7, 0.01, 691888.23, 26427.89, 3231424.74, 0.01, 8010017.99, 0.01, 81325.5, 0.01, 29947.26]",2205598.33956548,25.5277585597856
989.001041737101,"[1.0, 0.01, 1.0, 0.01]","[19, 4, 4, 8]","[41099652.14, 0.01, 0.01, 3057.91]",2163143.41122829,25.0363820744015
989.001038856323,[1.0],[5],[10631356.66],2126271.332,24.6096218981481
989.001045731088,"[1.0, 0.01, 1.0]","[3, 3, 5]","[0.01, 0.01, 10339284.28]",2067856.85936667,23.933528464892
989.001040917971,"[0.01, 1.0]","[5, 7]","[0.01, 14409508.34]",2058501.19144857,23.8252452713955
989.001040913143,"[1.0, 0.01, 1.0, 0.01]","[7, 9, 14, 4]","[14338079.4, 833743.31, 1670.13, 304.58]",2049343.49504841,23.7192534149122
989.001040917029,"[1.0, 0.01]","[7, 10]","[14236100.78, 15062.07]",2033743.74492714,23.5387007514716
989.002027697508,"[1.0, 0.01]","[7, 4]","[14081078.9, 0.01]",2011582.700025,23.2822071762153
989.002027697967,"[1.0, 0.01]","[7, 4]","[13911504.64, 0.01]",1987357.80573929,23.0018264553158
989.001042813179,"[1.0, 0.01, 1.0, 0.01]","[4, 8, 5, 1]","[0.01, 113870.97, 9888123.2, 0.01]",1977766.9813125,22.8908215429687
989.001038892872,"[1.0, 0.01, 1.0, 0.01, 1.0]","[12, 12, 9, 3, 8]","[0.01, 0.01, 9145.47, 0.01, 15395653.69]",1925472.87545833,22.2855656881752
989.001041737966,"[0.01, 1.0, 0.01]","[18, 21, 6]","[0.01, 39566512.85, 1055.29]",1884121.41834603,21.8069608604865
989.001041739344,"[0.01, 1.0, 0.01]","[18, 21, 6]","[0.01, 39476011.54, 5190.58]",1879818.72430556,21.7571611609439
989.00104172535,"[0.01, 1.0]","[3, 8]","[0.01, 14992743.44]",1874092.93003333,21.6908903939043
989.001041737532,"[0.01, 1.0, 0.01]","[21, 24, 3]","[0.01, 44872266.36, 0.01]",1869677.7650381,21.6397889472002
989.001041757602,"[1.0, 0.01, 1.0, 0.01]","[21, 63, 24, 3]","[0.01, 1333.55, 44742472.44, 0.01]",1864269.89718413,21.5771978840755
989.001042364813,[1.0],[7],[12913551.63],1844793.09,21.351771875
989.00104173759,"[0.01, 1.0, 0.01, 1.0, 0.01, 0.01, 1.0]","[19, 23, 4, 4, 8, 12, 4]","[0.01, 42403400.53, 0.01, 0.01, 3704.6, 42936.27, 0.01]",1843666.52600526,21.3387329398757
989.001040919033,"[0.01, 1.0, 0.01, 1.0]","[57, 23, 4, 8]","[475.31, 42323778.29, 0.01, 334.43]",1840206.16064098,21.2986824148262
989.001041738664,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01]","[20, 23, 9, 12, 9, 6, 3]","[0.01, 40054948.8, 206.14, 995512.76, 6418.8, 80606.97, 0.01]",1837920.76579292,21.2722310855662
989.001041758751,"[1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 0.01, 1.0, 0.01]","[19, 38, 23, 4, 4, 20, 4, 12, 4, 3, 3]","[0.01, 251.23, 41624708.71, 0.01, 0.01, 51632.24, 0.01, 35095.36, 0.01, 0.01, 0.01]",1809825.08122252,20.9470495511865
989.001042047898,"[1.0, 0.01, 1.0]","[6, 12, 9]","[0.01, 159170.65, 16176299.85]",1797499.293875,20.8043899754051
989.001045740522,"[0.01, 1.0]","[5, 8]","[0.01, 14365978.52]",1795747.31502,20.7841124423611
989.00104175802,"[0.01, 1.0, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01]","[19, 57, 22, 9, 3, 6, 6, 3]","[0.01, 208.09, 39472996.35, 434.66, 0.01, 1234.96, 584.6, 0.01]",1794330.73544742,20.7677168454563
989.001041737541,"[0.01, 1.0, 0.01, 1.0]","[20, 24, 4, 4]","[0.01, 42450513.17, 0.01, 0.01]",1768771.38461333,20.4718910256173
989.001041736461,"[0.01, 1.0, 0.01, 1.0]","[63, 25, 4, 4]","[412.66, 43431846.94, 0.01, 0.01]",1737273.94562659,20.1073373336411
989.001041737385,[1.0],[25],[43369519.04],1734780.7616,20.078481037037
989.001041737933,"[0.01, 1.0, 0.01]","[21, 25, 4]","[0.01, 43168846.25, 0.01]",1726753.85002976,19.9855769679371
989.001041732111,"[0.01, 1.0, 0.01]","[21, 25, 8]","[0.01, 43086102.46, 373.17]",1723444.56486726,19.947275056334
989.001041756985,"[0.01, 1.0, 0.01, 1.0, 0.01]","[21, 42, 21, 25, 4]","[0.01, 1007.19, 26.23, 43068256.68, 0.01]",1722754.26043452,19.9392854216959
989.00104091918,"[1.0, 0.01, 1.0]","[24, 6, 9]","[41221987.17, 39159.86, 22174.28]",1720111.87407222,19.9087022462063
989.001041756483,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 1.0, 0.01, 1.0]","[63, 21, 21, 105, 42, 25, 4, 4, 4, 5, 1]","[651.77, 0.01, 0.01, 837.65, 16570.38, 42747217.23, 0.01, 0.01, 0.01, 4486525.17, 0.01]",1718873.78144913,19.894372470476
989.001041737443,"[0.01, 1.0, 0.01, 1.0, 0.01]","[21, 25, 4, 1, 1]","[0.01, 42936219.61, 0.01, 0.01, 0.01]",1717448.79452976,19.8778795663167
989.001041757311,"[0.01, 1.0]","[21, 25]","[0.01, 42877823.1]",1715112.92400476,19.8508440278329
989.00104173905,"[1.0, 0.01, 1.0]","[25, 12, 4]","[42842488.68, 823.07, 0.01]",1713700.23559167,19.8344934674961
989.001040918667,"[1.0, 0.01, 1.0]","[25, 4, 4]","[42838393.25, 0.01, 0.01]",1713535.732525,19.8325894968171
989.001041758636,"[1.0, 0.01]","[25, 4]","[42633525.91, 0.01]",1705341.036425,19.7377434771412
989.001041740191,"[0.01, 1.0, 1.0, 0.01]","[21, 42, 25, 4]","[0.01, 159.71, 42631867.08, 0.01]",1705278.48584881,19.737019512139
989.001041759343,"[0.01, 1.0, 0.01, 1.0, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 0.01, 1.0, 0.01, 1.0, 0.01]","[22, 26, 4, 8, 4, 8, 12, 8, 4, 8, 12, 4, 1, 1, 2, 2, 1]","[0.01, 43515626.78, 0.01, 652.56, 0.01, 657.67, 2529.71, 79476.5, 0.01, 423.85, 1222.88, 0.01, 0.01, 0.01, 1612.39, 51924.17, 0.01]",1700143.0986398,19.6775821601829
989.001041759076,"[1.0, 0.01]","[24, 6]","[40624294.19, 306.15]",1692679.43483333,19.5911971624228
989.001044931635,"[1.0, 0.01, 1.0, 0.01, 1.0]","[4, 12, 6, 10, 1]","[0.01, 71245.1, 10059859.56, 7839193.23, 0.01]",1684541.83664667,19.4970119982253
989.001040918852,"[0.01, 1.0, 0.01, 1.0, 0.01, 0.01, 0.01]","[21, 24, 9, 3, 6, 6, 6]","[0.01, 40416062.05, 824.79, 0.01, 772.0, 692.69, 329.72]",1684006.49587143,19.4908159244378
989.001041738081,"[0.01, 1.0]","[21, 24]","[0.01, 40412409.34]",1683850.38917143,19.4890091339286
989.001041757224,"[0.01, 1.0]","[66, 26]","[170.91, 43764067.49]",1683233.39089545,19.4818679501789
989.001040918512,"[0.01, 1.0, 0.01, 1.0, 1.0, 0.01, 1.0]","[21, 24, 3, 9, 3, 3, 3]","[0.01, 40333702.59, 0.01, 420.58, 0.01, 0.01, 0.01]",1680617.67909921,19.4515935080927
989.001041739536,"[0.01, 1.0, 0.01]","[21, 25, 4]","[0.01, 41965891.7, 0.01]",1678635.66802976,19.4286535651593
989.001041756461,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 0.01, 1.0, 0.01]","[84, 24, 6, 3, 6, 9, 9, 6, 6, 3]","[81037.45, 40284071.41, 1610.33, 0.01, 767.07, 109.51, 1593.43, 95.57, 343.28, 0.01]",1678587.89930437,19.4281006863931
989.00104173712,"[0.01, 1.0, 0.01, 1.0, 1.0, 0.01, 1.0]","[21, 24, 3, 6, 3, 3, 3]","[0.01, 40250898.54, 0.01, 627.78, 0.01, 0.01, 0.01]",1677225.4092381,19.4123311254409
989.001041738021,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0]","[22, 25, 9, 3, 3, 6, 6, 6]","[0.01, 41670594.91, 782.76, 0.01, 0.01, 425.04, 195.27, 276.84]",1666941.97495455,19.2933098953072
989.001040934391,"[0.01, 1.0, 0.01, 1.0]","[22, 26, 4, 4]","[0.01, 43270165.22, 0.01, 0.01]",1664237.1263757,19.2620037774965
989.001040918594,"[0.01, 1.0, 0.01, 1.0]","[22, 25, 3, 3]","[0.01, 41547132.06, 0.01, 0.01]",1661885.28577121,19.2347834001298
989.00104091867,"[0.01, 1.0]","[22, 26]","[0.01, 43156734.56]",1659874.40615839,19.2115093305369
989.001041757564,"[0.01, 1.0, 0.01]","[22, 26, 4]","[0.01, 43099375.3, 0.01]",1657668.28079878,19.1859754722081
989.001040918633,"[0.01, 1.0]","[44, 26]","[58.01, 43059804.79]",1656146.35126101,19.1683605470025
989.001041736644,"[0.01, 1.0, 0.01]","[22, 26, 4]","[0.01, 43000066.5, 0.01]",1653848.71156801,19.1417674950001
989.001041757255,"[0.01, 1.0, 0.01, 1.0, 1.0, 0.01]","[66, 26, 4, 12, 4, 8]","[433.73, 42669318.54, 0.01, 2596.69, 0.01, 18016.0]",1641366.61522885,18.9972987873709
989.001040919624,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01]","[22, 25, 3, 18, 9, 9, 3, 3, 6]","[0.01, 40679440.93, 0.01, 1695.29, 48382.15, 123010.72, 0.01, 0.01, 311.54]",1640993.95833788,18.9929856289106
989.001041758871,"[0.01, 1.0, 0.01, 1.0, 0.01, 0.01]","[22, 25, 6, 3, 6, 6]","[0.01, 40597105.31, 493.58, 0.01, 711.28, 205.32]",1623886.56603788,18.7949834032162
989.001040919608,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01]","[22, 25, 3, 12, 6, 6, 6]","[0.01, 40585897.89, 0.01, 1487.18, 430.45, 58.46, 48612.99]",1623651.32970455,18.7922607604693
989.001045832777,"[1.0, 1.0, 0.01]","[12, 9, 6]","[804.48, 14563477.66, 0.01]",1618231.22446111,18.7295280608925
989.001041740615,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01]","[44, 26, 4, 4, 8, 4, 4, 8, 8, 4, 4, 4, 4]","[77.81, 41814762.62, 0.01, 0.01, 40282.14, 0.01, 0.01, 1017.7, 129442.2, 0.01, 0.01, 0.01, 0.01]",1608599.49647832,18.6180497277583
989.001040934476,"[1.0, 0.01, 1.0]","[22, 22, 28]","[0.01, 0.01, 44963376.2]",1605834.86474481,18.5860516752871
989.001040934451,"[0.01, 1.0, 0.01]","[63, 28, 3]","[80942.07, 44846548.45, 0.01]",1601675.29262381,18.5379084794422
989.001038734109,[1.0],[2],[3174017.95],1587008.975,18.3681594328704
989.001041737519,"[0.01, 1.0, 1.0, 0.01, 1.0]","[19, 38, 27, 4, 8]","[0.01, 125.13, 42182653.05, 0.01, 117.94]",1562338.51875833,18.0826217448881
989.001041759404,"[1.0, 0.01, 1.0]","[42, 40, 27]","[22.04, 853482.43, 41990390.98]",1555413.56129533,18.0024717742515
989.001041738551,"[0.01, 1.0, 0.01]","[19, 27, 4]","[0.01, 41364548.56, 0.01]",1532020.3170673,17.7317166327234
989.001040918862,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 1.0, 0.01]","[22, 28, 3, 9, 6, 6, 9, 6, 3, 3, 6, 9, 3, 6, 3, 3]","[0.01, 40854802.7, 0.01, 104.64, 341.61, 693.69, 1097.32, 608.2, 0.01, 0.01, 4055.2, 566241.42, 0.01, 325.3, 0.01, 0.01]",1522307.18882756,17.6192961669857
989.001040932171,"[1.0, 0.01, 1.0, 0.01]","[28, 8, 4, 8]","[42590834.02, 326.32, 0.01, 9735.57]",1521113.7948625,17.6054837368345
989.001042004875,"[1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0]","[10, 10, 28, 9, 18, 9, 36, 42, 10]","[0.01, 0.01, 222538.47, 0.01, 148439.92, 0.01, 365731.09, 287857.58, 14751792.31]",1501601.43121794,17.379646194652
989.001040918838,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 1.0, 0.01]","[21, 27, 6, 12, 9, 3, 7, 4, 4, 8, 4, 8]","[0.01, 40339307.67, 165.11, 251.6, 48037.5, 0.01, 2780369.25, 0.01, 0.01, 301.42, 0.01, 454.28]",1498133.25885675,17.339505310842
989.001041759594,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0]","[22, 28, 12, 3, 3, 12]","[0.01, 41758924.9, 8171.68, 0.01, 0.01, 16508.62]",1492772.70643788,17.277461880068
989.001041739478,"[0.01, 1.0]","[21, 29]","[0.01, 43181381.81]",1489013.16586683,17.2339486790142
989.001041756901,"[0.01, 1.0, 0.01, 1.0, 1.0]","[63, 29, 4, 4, 4]","[16361.59, 43106083.46, 0.01, 0.01, 0.01]",1486419.27313726,17.203926772422
989.001040917197,"[0.01, 1.0, 1.0, 0.01]","[5, 9, 24, 12]","[0.01, 13157097.34, 205.23, 67.81]",1461908.31222278,16.920235095171
989.002027697583,"[0.01, 1.0, 0.01, 1.0]","[3, 11, 11, 2]","[0.01, 15548835.53, 510292.92, 79580.37]",1453784.59041515,16.8262105372124
989.001041758007,"[0.01, 1.0, 0.01, 1.0]","[22, 28, 12, 3]","[0.01, 40678166.79, 8002.54, 0.01]",1452798.34319264,16.8147956388037
989.001041756426,"[0.01, 1.0, 0.01, 1.0, 1.0]","[22, 28, 3, 6, 3]","[0.01, 40511229.46, 0.01, 742.38, 0.01]",1446953.35694264,16.7471453349843
989.001034166973,"[1.0, 0.01, 1.0]","[2, 1, 1]","[2826119.5, 0.01, 0.01]",1413059.7601,16.3548583344907
989.001038748114,"[1.0, 0.01, 1.0, 0.01]","[3, 1, 2, 1]","[3599356.22, 0.01, 389609.98, 0.01]",1394590.39686667,16.1410925563272
989.001045832769,"[1.0, 1.0, 0.01]","[9, 10, 7]","[833.86, 13861157.35, 0.01]",1386208.3861254,16.044078543118
989.001040919072,"[0.01, 1.0, 0.01, 1.0, 1.0, 0.01, 1.0]","[80, 140, 20, 20, 29, 3, 3]","[21365.59, 4528.04, 0.01, 0.01, 39995471.42, 0.01, 0.01]",1379189.20460983,15.9628380163174
989.001041740543,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0]","[63, 21, 21, 30, 6, 3, 15, 3]","[390.29, 0.01, 0.01, 40512799.15, 948.31, 0.01, 48490.69, 0.01]",1350460.61507508,15.6303311929986
989.001045732099,"[0.01, 1.0]","[3, 5]","[0.01, 6713362.5]",1342672.50003333,15.540190972608
989.00103886945,"[1.0, 0.01]","[10, 12]","[13421860.73, 243089.34]",1342388.64745,15.5369056417824
989.00104172698,"[0.01, 1.0, 1.0]","[33, 366, 11]","[9006.46, 38389.32, 14734502.28]",1339607.82535549,15.5047202008737
989.00202769779,[1.0],[12],[16040278.87],1336689.90583333,15.4709479841821
989.00104175767,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01]","[22, 31, 6, 6, 3, 3, 9, 6, 3, 3, 9]","[0.01, 40857919.29, 688145.98, 232.32, 0.01, 0.01, 753.85, 42921.45, 0.01, 0.01, 54274.3]",1326397.75054505,15.3518258164936
989.002027705569,"[0.01, 1.0]","[5, 9]","[0.01, 11858474.7]",1317608.30002,15.2500960650463
989.001040917194,"[0.01, 1.0, 1.0, 0.01]","[5, 10, 12, 30]","[0.01, 13117615.98, 61.67, 239.61]",1311766.81705667,15.1824863085262
989.001042809593,[1.0],[7],[9175479.7],1310782.81428571,15.1710973875661
989.00104091866,"[0.01, 1.0, 0.01]","[21, 33, 8]","[0.01, 42993767.96, 618.88]",1302842.2269381,15.0791924414131
989.001040913177,"[0.01, 1.0, 1.0, 0.01]","[5, 10, 14, 21]","[0.01, 12961966.56, 162.57, 123.93]",1296208.32717714,15.0024111941799
989.001040915385,"[0.01, 1.0, 0.01, 1.0]","[5, 10, 7, 21]","[0.01, 12858708.03, 0.01, 126.02]",1285876.80398667,14.8828333794753
989.002028416388,"[1.0, 0.01, 1.0, 0.01]","[10, 14, 14, 7]","[11638830.46, 15593.22, 46231.6, 0.01]",1167196.44117143,13.5092180691138
989.001041737265,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01]","[21, 36, 3, 3, 9, 9, 3, 12, 4]","[0.01, 41465439.49, 0.01, 0.01, 2205.61, 897.17, 0.01, 44381.96, 0.01]",1155618.39994087,13.3752129622786
989.002028418337,"[0.01, 1.0, 0.01, 1.0, 0.01]","[3, 14, 16, 4, 4]","[0.01, 15593452.39, 10367.35, 0.01, 0.01]",1113824.51000923,12.891487384366
989.002027702441,"[0.01, 1.0, 0.01, 1.0, 0.01]","[15, 8, 3, 3, 3]","[309.22, 8894152.59, 0.01, 0.01, 0.01]",1111769.28329667,12.8677000381559
989.002028415948,"[1.0, 0.01, 0.01, 1.0]","[11, 8, 8, 8]","[11701812.1, 0.01, 0.01, 0.01]",1063801.101275,12.3125127462384
989.001041722793,"[1.0, 1.0]","[3, 13]","[0.01, 12900596.21]",992353.557948718,11.4855735873694
989.001039720548,"[1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0]","[1, 1, 2, 1, 1, 2, 4, 1, 2, 1, 5, 4, 2, 3, 25]","[0.01, 0.01, 174613.46, 0.01, 0.01, 3409.02, 3024917.04, 0.01, 236.64, 0.01, 519971.71, 2750.7, 1059.28, 634.55, 962223.36]",986693.283816667,11.4200611552855
989.001041726866,"[0.01, 1.0, 1.0]","[60, 72, 13]","[20647.46, 7303.56, 12698923.03]",976945.11265359,11.3072351001573
989.001038746353,"[1.0, 0.01, 1.0, 0.01]","[22, 22, 17, 6]","[504886.75, 1021.09, 15638293.15, 0.01]",942849.458934581,10.9126094784095
989.00104174031,"[1.0, 0.01]","[46, 8]","[43048677.72, 24213.5]",935871.086875,10.8318412832755
989.001041737278,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0]","[21, 46, 4, 8, 8, 4]","[0.01, 42991872.31, 0.01, 308.73, 393.96, 0.01]",934645.006012371,10.8176505325506
989.001041737926,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01]","[63, 45, 9, 6, 3, 12, 10]","[4365.26, 40947483.58, 2366.22, 831.8, 0.01, 76761.32, 6410204.05]",922893.015670635,10.6816321258175
989.001040919107,"[0.01, 1.0, 0.01]","[22, 48, 4]","[0.01, 43353514.61, 0.01]",903198.221071212,10.4536831142501
989.001040919545,"[0.01, 1.0, 0.01, 1.0]","[22, 48, 12, 4]","[0.01, 43271334.73, 508.34, 0.01]",901486.566329545,10.4338722954808
989.00104175827,"[0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01, 1.0, 0.01]","[21, 45, 12, 3, 9, 8, 4, 4, 8, 4, 4]","[0.01, 40511263.67, 440.68, 0.01, 1874.35, 68.76, 0.01, 0.01, 92828.85, 0.01, 0.01]",900377.393072817,10.4210346420465
989.001041738484,"[0.01, 1.0, 0.01, 1.0, 0.01, 0.01, 1.0, 0.01]","[63, 45, 3, 3, 6, 6, 3, 3]","[11050.14, 40510925.29, 0.01, 0.01, 331.18, 3248.41, 0.01, 0.01]",900250.510929365,10.4195660987195
989.002028406883,"[0.01, 1.0, 0.01]","[3, 18, 1252]","[0.01, 16036758.06, 32147.52]",890931.260135996,10.3117043997222
989.00104281063,[1.0],[20],[17746761.03],887338.0515,10.2701163368056
989.001034045581,"[1.0, 1.0, 0.01]","[1, 4, 1]","[0.01, 3542757.43, 0.01]",885689.3676,10.2510343472222
989.001040918912,"[1.0, 0.01]","[48, 4]","[42323763.16, 0.01]",881745.065858333,10.2053827066937
989.001041739575,"[1.0, 0.01, 1.0]","[21, 21, 50]","[0.01, 0.01, 42171122.7]",843422.454480952,9.76183396389991
989.001040919224,"[0.01, 1.0, 0.01, 1.0]","[21, 48, 3, 3]","[0.01, 40389587.3, 0.01, 0.01]",841449.738788095,9.73900160634369
989.001042513455,"[1.0, 0.01]","[2, 1]","[1647255.55, 0.01]",823627.7751,9.53272887847222
